year_orig;filename;total_trees;acreage;marked_acres;volume;avg_bft;price_bft;total_cost;net;forest;total_sale_price;date_of_sale;fy;month;day;year;time;sale_number;sold_to;bid2;bid2_amount;bid3;bid3_amount;bid4;bid4_amount;bid5;bid5_amount;bid6;bid6_amount;bid7;bid7_amount;bid8;bid8_amount;bid9;bid9_amount;lat;lng
2002;data/2002/2002_Part25.csv;628;108;61;140,300;223;$350.36;$1,056.51;$48,098.50;FERDINAND-PIKE STATE FOREST;$49,155.00;2003-05-22;2003;5;22;2003;2003-05-22;304;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;;;;;;;;;;;;;;;;;38.2544;-86.8105
2002;data/2002/2002_Part45.csv;455;101;67;93,512;206;$391.55;$2,355.28;$34,259.37;MARTIN STATE FOREST;$36,614.65;2003-06-05;2003;6;5;2003;2003-06-05;201;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;Green Farms LLC DBA Wright Timber|11136 Golden Park Road|Williams, IN|4747047470;$31,794.00;;;;;;;;;;;;;;;38.7079;-86.7251
2002;data/2002/2002_Part49.csv;541;112;95;119,600;221;$350.01;$2,973.37;$38,887.83;MARTIN STATE FOREST;$41,861.20;2003-06-05;2003;6;5;2003;2003-06-05;202;Green Farms LLC|PO Box 304|Mitchell, IN|47476;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;$40,544.00;;;;;;;;;;;;;;;38.7079;-86.7251
2002;data/2002/2002_Part103.csv;814;108;106;235,900;290;$333.76;$3,549.28;$75,183.72;MORGAN-MONROE STATE FOREST;$78,733.00;2003-06-12;2003;6;12;2003;2003-06-12;20036;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$74,444.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$70,962.00;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$58,000.00;;;;;;;;;;;39.3258;-86.4199
2002;data/2002/2002_Part105.csv;327;104;30;80,020;245;$334.08;$2,394.60;$24,338.40;MORGAN-MONROE STATE FOREST;$26,733.00;2003-06-12;2003;6;12;2003;2003-06-12;20037;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$24,333.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$22,725.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$18,153.00;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$14,900.00;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part47.csv;303;39;30;71,020;234;$341.83;$2,910.34;$21,366.67;MORGAN-MONROE STATE FOREST;$24,277.00;2003-07-22;2004;7;22;2003;2003-07-22;20041;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$24,115.00;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$18,200.00;;;;;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part51.csv;192;93;50;50,178;261;$281.28;$621.19;$13,492.81;YELLOWWOOD STATE FOREST;$14,114.00;2003-07-22;2004;7;22;2003;2003-07-22;20042;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;Leatherman (did not win bid due to lack of deposit check in sealed envelope);$22,580.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$12,500.00;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$11,000.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$10,373.00;;;;;;;;;39.1843;-86.3381
2004;data/2004/2004_Part55.csv;130;68;19;34,381;264;$450.83;$931.18;$14,568.82;MORGAN-MONROE STATE FOREST;$15,500.00;2003-07-22;2004;7;22;2003;2003-07-22;20044;Recyclers of Indiana|226 Quarry Rd.|Orleans, IN|47452;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$11,771.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$9,110.00;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$6,000.00;;;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part59.csv;588;77;77;144,347;245;$331.69;$1,673.32;$46,204.68;MORGAN-MONROE STATE FOREST;$47,878.00;2003-08-19;2004;8;19;2003;2003-08-19;20045;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;;$31,697.00;;;;;;;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part1718.csv;1,884;164;140;432,580;230;$277.64;$10,110.06;$109,990.94;HARRISON-CRAWFORD STATE FOREST;$120,101.00;2003-08-21;2004;8;21;2003;2003-08-21;401;Southern Indiana Hardwoods, Inc.|2739 S. St. Anthony Rd. W.|Huntingburg, IN|47542;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;$77,864.40;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$75,200.00;;;;;;;;;;;;;38.2107;-86.292
2004;data/2004/2004_Part2223.csv;928;140;105;210,900;227;$220.48;$4,897.11;$41,602.89;HARRISON-CRAWFORD STATE FOREST;$46,500.00;2003-08-28;2004;8;28;2003;2003-08-28;402;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;;;;;;;;;;;;;;;;;38.2107;-86.292
2004;data/2004/2004_Part63.csv;540;139;74;127,700;236;$230.66;$3,339.47;$26,115.53;MORGAN-MONROE STATE FOREST;$29,455.00;2003-09-17;2004;9;17;2003;2003-09-17;20041;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$22,900.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$20,100.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$20,000.00;;;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part67.csv;393;91;70;102,200;260;$349.24;$532.99;$35,159.01;YELLOWWOOD STATE FOREST;$35,692.00;2003-09-17;2004;9;17;2003;2003-09-17;200402;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$23,000.00;;;;;;;;;;;;;;;39.1843;-86.3381
2004;data/2004/2004_Part71.csv;176;68;40;31,020;176;$261.77;$1,186.32;$6,933.69;MORGAN-MONROE STATE FOREST;$8,120.00;2003-09-17;2004;9;17;2003;2003-09-17;20043;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;Cruse Hardwoods|1007 N Blue Bluff Rd.|Martinsville, IN|46151;$7,000.00;;;;;;;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part5.csv;72;15;8;18,040;251;$202.33;$366.42;$3,283.59;FERDINAND-PIKE STATE FOREST;$3,650.00;2003-10-09;2004;10;9;2003;2003-10-09;305;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;;;;;;;;;;;;;;;;;38.2544;-86.8105
2004;data/2004/2004_Part75.csv;401;64;58;134,650;336;$288.70;$2,623.74;$36,249.27;MORGAN-MONROE STATE FOREST;$38,873.00;2003-10-21;2004;10;21;2003;2003-10-21;20046;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;;;;;;;;;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part79.csv;306;87;55;73,398;240;$223.07;$1,066.83;$15,306.17;YELLOWWOOD STATE FOREST;$16,373.00;2003-10-21;2004;10;21;2003;2003-10-21;200403;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;;;;;;;;;;;;;;;;;39.1843;-86.3381
2004;data/2004/2004_Part31.csv;618;120;75;116,810;189;$386.10;$3,634.25;$41,465.75;MARTIN STATE FOREST;$45,100.00;2003-11-13;2004;11;13;2003;2003-11-13;6360301;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;Green Farms LLC DBA Wright Timber|11136 Golden Park Road|Williams, IN|4747047470;$38,300.00;;;;;;;;;;;;;;;38.7079;-86.7251
2004;data/2004/2004_Part13.csv;180;66;14;42,500;236;$473.18;$619.05;$19,490.96;FERDINAND-PIKE STATE FOREST;$20,110.00;2004-03-25;2004;3;25;2004;2004-03-25;403;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$16,500.00;;;;;;;;;;;;;;;38.2544;-86.8105
2004;data/2004/2004_Part9.csv;1,146;251;136;228,600;199;$274.08;$2,931.34;$59,723.66;FERDINAND-PIKE STATE FOREST;$62,655.00;2004-03-25;2004;3;25;2004;2004-03-25;402;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;;;;;;;;;;;;;;;;;38.2544;-86.8105
2004;data/2004/2004_Part1.csv;1,424;307;207;283,800;199;$303.03;$4,161.18;$81,838.83;CLARK STATE FOREST;$86,000.00;2004-04-27;2004;4;27;2004;2004-04-27;1;Worley Lumber Co.|5803 E Hurst Rd.| Pekin, IN|47165-7107;;;;;;;;;;;;;;;;;38.5545;-85.7668
2004;data/2004/2004_Part39.csv;105;20;18;26,400;251;$516.10;$1,196.96;$12,428.04;OWEN-PUTNAM STATE FOREST;$13,625.00;2004-04-28;2004;4;28;2004;2004-04-28;1-OP-03/04-611;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$10,305.00;Tri-State Timber|P.O. Box 6983|Bloomington, IN|47407;$9,625.00;Crites Logging|RR5 Box 652|Spencer, IN|47460;$9,300.00;;;;;;;;;;;39.4753;-86.8698
2004;data/2004/2004_Part43.csv;294;46;44;54,100;184;$353.05;$2,237.30;$16,862.70;OWEN-PUTNAM STATE FOREST;$19,100.00;2004-04-28;2004;4;28;2004;2004-04-28;2-OP-03/04-901;Crites Logging|RR5 Box 652|Spencer, IN|47460;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;$18,830.00;Tri-State Timber|P.O. Box 6983|Bloomington, IN|47407;$15,145.00;;;;;;;;;;;;;39.4753;-86.8698
2004;data/2004/2004_Part27.csv;1,000;115;115;243,000;243;$235.00;$24,068.92;$33,036.08;JACKSON-WASHINGTON STATE FOREST;$57,105.00;2004-05-19;2004;5;19;2004;2004-05-19;635-04-01;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;Mike Reynolds|8274 W. Co. Rd|425 S., Medora|IN|47260;$49,100.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$42,802.00;;;;;;;;;;;;;38.845;-86.0509
2004;data/2004/2004_Part83.csv;454;89;89;129,800;286;$318.74;$3,765.25;$37,607.75;MORGAN-MONROE STATE FOREST;$41,373.00;2004-05-26;2004;5;26;2004;2004-05-26;20047;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Bill Nardini|P.O. Box 1592|Martinsville, IN|46151;$40,238.00;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$39,742.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$37,112.00;Wright Timber|11136 Golden Park Road|Williams, IN|47470;$32,977.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$15,576.00;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part87.csv;525;101;76;141,280;269;$301.38;$4,596.54;$37,982.47;MORGAN-MONROE STATE FOREST;$42,579.00;2004-05-26;2004;5;26;2004;2004-05-26;20044;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$42,411.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$41,333.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$37,015.36;DBA Taggart Hill Sawmill, 5505 Hoover Road, Nashville, IN 47448 Hill Sawmill;$16,953.60;;;;;;;;;39.3258;-86.4199
2004;data/2004/2004_Part91.csv;273;95;60;62,133;228;$188.84;$365.92;$11,367.08;YELLOWWOOD STATE FOREST;$11,733.00;2004-05-26;2004;5;26;2004;2004-05-26;200405;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$6,000.00;;;;;;;;;;;;;;;39.1843;-86.3381
2004;data/2004/2004_Part35.csv;1,202;162;100;206,350;172;$472.01;$5,549.71;$91,850.29;MARTIN STATE FOREST;$97,400.00;2004-05-27;2004;5;27;2004;2004-05-27;6360302;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;Green Farms LLC DBA Wright Timber|11136 Golden Park Road|Williams, IN|4747047470;$73,165.00;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;$70,396.00;;;;;;;;;;;;;38.7079;-86.7251
2005;data/2005/2005_Part80.csv;2,634;127;113;620,690;236;$274.29;$7,839.37;$162,412.63;MORGAN-MONROE STATE FOREST;$170,252.00;2004-07-01;2005;7;1;2004;2004-07-01;20051;Green Farms LLC|PO Box 304|Mitchell, IN|47476;Hamilton Logging Inc.|1335 Inverness Farms Rd.|Martinsville, IN|46151;$135,069.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$63,333.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$40,000.00;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part85.csv;112;120;6;30,900;276;$129.45;$605.13;$3,394.87;MORGAN-MONROE STATE FOREST;$4,000.00;2004-07-01;2005;7;1;2004;2004-07-01;20052;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;;;;;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part89.csv;333;74;68;80,510;242;$279.57;$3,064.83;$19,443.17;MORGAN-MONROE STATE FOREST;$22,508.00;2004-07-14;2005;7;14;2004;2004-07-14;20053;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$18,373.00;;;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part101.csv;826;186;104;216,660;262;$300.03;$3,499.22;$61,505.78;MORGAN-MONROE STATE FOREST;$65,005.00;2004-08-27;2005;8;27;2004;2004-08-27;20056;Green Farms LLC|PO Box 304|Mitchell, IN|47476;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$64,320.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$42,333.00;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part105.csv;448;97;80;98,007;219;$360.20;$1,082.04;$34,220.41;YELLOWWOOD STATE FOREST;$35,302.45;2004-08-27;2005;8;27;2004;2004-08-27;20057;Wooley Lumber Co.|PO Box 6|Mooresville, IN|46158;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$21,733.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$20,100.00;England Logging;$19,750.00;;;;;;;;;;;39.1843;-86.3381
2005;data/2005/2005_Part93.csv;229;44;32;54,740;239;$359.99;$2,364.98;$17,341.03;YELLOWWOOD STATE FOREST;$19,706.00;2004-08-27;2005;8;27;2004;2004-08-27;20054;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$18,611.00;Bill Nardini|Martinsville, IN|46151;$17,610.50;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$15,606.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$12,381.00;;;;;;;;;39.1843;-86.3381
2005;data/2005/2005_Part97.csv;293;98;70;87,759;300;$243.99;$510.81;$20,901.19;YELLOWWOOD STATE FOREST;$21,412.00;2004-08-27;2005;8;27;2004;2004-08-27;20055;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;England Logging;$17,500.00;;;;;;;;;;;;;;;39.1843;-86.3381
2005;data/2005/2005_Part58.csv;21;20;18;2,900;138;$150.00;$282.59;$152.41;OWEN-PUTNAM STATE FOREST;$435.00;2004-09-08;2005;9;8;2004;2004-09-08;1OP04/05-611Salvage;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part109.csv;312;132;70;82,551;265;$403.79;$508.35;$32,824.65;YELLOWWOOD STATE FOREST;$33,333.00;2004-10-06;2005;10;6;2004;2004-10-06;20058;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$33,333.00;Doug Wright Timber|4750 North State Road 135|Salem, IN|47167;$27,242.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$18,100.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$17,777.00;;;;;;;;;39.1843;-86.3381
2005;data/2005/2005_Part113.csv;271;80;60;72,700;268;$306.00;$858.36;$21,387.85;MORGAN-MONROE STATE FOREST;$22,246.20;2004-10-06;2005;10;6;2004;2004-10-06;20059;Green Farms LLC|PO Box 304|Mitchell, IN|47476;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$18,550.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$10,373.00;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part18.csv;64;131;6;21,117;330;$199.98;$386.55;$3,836.45;FERDINAND-PIKE STATE FOREST;$4,223.00;2004-10-07;2005;10;7;2004;2004-10-07;6310501;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;;;;;;;;;;;;;;;;;38.2544;-86.8105
2005;data/2005/2005_Part34.csv;556;74;60;114,850;207;$303.75;$1,725.70;$33,160.30;HARRISON-CRAWFORD STATE FOREST;$34,886.00;2004-12-09;2005;12;9;2004;2004-12-09;501;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$30,416.00;Betz Enterprises|;330 S. Santine Rd.|Celestine, IN|47521;$28,150.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$25,300.00;;;;;;;;;;;38.2107;-86.292
2005;data/2005/2005_Part117.csv;219;104;28;46,230;211;$506.16;$1,372.80;$22,027.20;MORGAN-MONROE STATE FOREST;$23,400.00;2005-01-05;2005;1;5;2005;2005-01-05;200510;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$11,733.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$9,760.00;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part1.csv;822;;15;90,100;110;$34.41;$853.58;$2,246.42;CLARK STATE FOREST;$3,100.00;2005-04-12;2005;4;12;2005;2005-04-12;503;Eagle Timber Management|6767 S 700 E|Crothersville, IN| 47229;;;;;;;;;;;;;;;;;38.5545;-85.7668
2005;data/2005/2005_Part46.csv;561;81;78;109,467;195;$162.13;$11,389.12;$8,500.00;JACKSON-WASHINGTON STATE FOREST;$17,748.00;2005-04-24;2005;4;24;2005;2005-04-24;6350503;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;Wright Timber|11136 Golden Park Road|Williams, IN|4747047470;$17,625.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$8,500.00;;;;;;;;;;;;;38.845;-86.0509
2005;data/2005/2005_Part62.csv;668;173;99;119,000;178;$170.87;$1,348.05;$18,984.95;OWEN-PUTNAM STATE FOREST;$20,333.00;2005-05-04;2005;5;4;2005;2005-05-04;6380502;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part63.csv;622;74;74;111,500;179;$0.00;$991.91;($991.91);OWEN-PUTNAM STATE FOREST;$0.00;2005-05-04;2005;5;4;2005;2005-05-04;6380502 Area A;;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part64.csv;46;99;25;7,500;163;$0.00;$268.67;($268.67);OWEN-PUTNAM STATE FOREST;$0.00;2005-05-04;2005;5;4;2005;2005-05-04;6380502 Area B;;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part70.csv;304;220;123;51,397;169;$201.04;$1,178.26;$9,154.74;OWEN-PUTNAM STATE FOREST;$10,333.00;2005-05-04;2005;5;4;2005;2005-05-04;6380503;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Crites Logging|RR5 Box 652|Spencer, IN|47460;$6,500.00;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part71.csv;71;115;25;15,597;220;$0.00;$291.97;($291.97);OWEN-PUTNAM STATE FOREST;$0.00;2005-05-04;2005;5;4;2005;2005-05-04;6380503 Area A;;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part73.csv;99;35;33;13,800;139;$0.00;$308.20;($308.20);OWEN-PUTNAM STATE FOREST;$0.00;2005-05-04;2005;5;4;2005;2005-05-04;6380503 Area B;;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part74.csv;134;70;65;22,041;164;$0.00;$354.68;($354.68);OWEN-PUTNAM STATE FOREST;$0.00;2005-05-04;2005;5;4;2005;2005-05-04;6380503 Area C;;;;;;;;;;;;;;;;;;39.4753;-86.8698
2005;data/2005/2005_Part50.csv;968;121;63;181,220;187;$509.08;$4,182.51;$88,072.50;MARTIN STATE FOREST;$92,255.00;2005-05-17;2005;5;17;2005;2005-05-17;6360401;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;$78,400.00;Doug Wright Timber|4750 North State Road 135|Salem, IN|47167;$57,054.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$54,701.00;;;;;;;;;;;38.7079;-86.7251
2005;data/2005/2005_Part54.csv;956;80;56;164,387;172;$389.99;$2,619.65;$61,490.35;MARTIN STATE FOREST;$64,110.00;2005-05-17;2005;5;17;2005;2005-05-17;6360402;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;$56,000.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$44,365.00;Wright Timber|11136 Golden Park Road|Williams, IN|4747047470;$43,075.00;;;;;;;;;;;38.7079;-86.7251
2005;data/2005/2005_Part22.csv;792;106;41;165,044;208;$302.04;$3,716.92;$46,133.08;FERDINAND-PIKE STATE FOREST;$49,850.00;2005-05-19;2005;5;19;2005;2005-05-19;503;Waninger Timber & Trucking|P.O. Box 15|Fulda, IN|47536;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$23,883.00;;;;;;;;;;;;;;;38.2544;-86.8105
2005;data/2005/2005_Part26.csv;268;104;34;53,100;198;$168.83;$844.14;$8,120.86;FERDINAND-PIKE STATE FOREST;$8,965.00;2005-05-19;2005;5;19;2005;2005-05-19;504;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;;;;;;;;;;;;;;;;;38.2544;-86.8105
2005;data/2005/2005_Part30.csv;369;107;47;72,718;197;$430.00;$791.34;$30,477.40;FERDINAND-PIKE STATE FOREST;$31,268.74;2005-05-19;2005;5;19;2005;2005-05-19;550;Waninger Timber & Trucking|P.O. Box 15|Fulda, IN|47536;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$28,391.00;Werner Specialty Hardwoods|584 N. Kluemper Rd.|Jasper, IN|47546;$23,130.15;;;;;;;;;;;;;38.2544;-86.8105
2005;data/2005/2005_Part38.csv;317;42;30;42,905;135;$282.04;$7,888.71;$4,212.30;JACKSON-WASHINGTON STATE FOREST;$12,101.01;2005-05-24;2005;5;24;2005;2005-05-24;6350501;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;Wright Timber|11136 Golden Park Road|Williams, IN|47470;$6,525.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$6,189.00;;;;;;;;;;;;;38.845;-86.0509
2005;data/2005/2005_Part42.csv;440;50;47;80,123;182;$187.21;$1,363.68;$13,636.32;JACKSON-WASHINGTON STATE FOREST;$15,000.00;2005-05-24;2005;5;24;2005;2005-05-24;6350502;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$12,573.00;Doug Wright Timber|4750 North State Road 135|Salem, IN|47167;$8,335.00;Brian Newby|3672 Marrs Rd|Salem, IN|47167;$8,380.00;;;;;;;;;;;38.845;-86.0509
2005;data/2005/2005_Part121.csv;619;97;97;177,400;287;$275.27;$3,087.68;$45,745.32;MORGAN-MONROE STATE FOREST;$48,833.00;2005-05-25;2005;5;25;2005;2005-05-25;200511;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$46,666.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$33,514.00;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part125.csv;381;98;65;100,198;263;$255.05;$1,103.77;$24,451.23;MORGAN-MONROE STATE FOREST;$25,555.00;2005-05-25;2005;5;25;2005;2005-05-25;200512;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$24,400.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$20,801.00;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part129.csv;951;90;80;257,140;270;$324.08;$5,297.82;$78,035.19;MORGAN-MONROE STATE FOREST;$83,333.00;2005-05-25;2005;5;25;2005;2005-05-25;200513;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$73,825.00;;;;;;;;;;;;;;;39.3258;-86.4199
2005;data/2005/2005_Part10.csv;251;112;56;50,700;202;$230.00;$829.40;$10,831.60;CLARK STATE FOREST;$11,661.00;2005-05-31;2005;5;31;2005;2005-05-31;504;Darlage and Lambring Logging|4498 E County Road 100 S| Seymour, IN|47274;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$8,248.00;Eagle Timber Management|6767 S 700 E|Crothersville, IN| 47229;$7,510.00;Mead;$5,650.00;;;;;;;;;;;38.5545;-85.7668
